origin,destination,count
Singapore,Philippines,845
Thailand,Philippines,350
Timor-Leste,Philippines,145
Viet Nam,Philippines,425
China,Philippines,37083
Japan,Philippines,14181
Republic of Korea,Philippines,7123
Albania,Philippines,119
Greece,Philippines,157
Italy,Philippines,1785
Portugal,Philippines,61
Spain,Philippines,1346
Austria,Philippines,518
Belgium,Philippines,549
France,Philippines,1241
Germany,Philippines,3905
Netherlands,Philippines,498
Switzerland,Philippines,1065
Hungary,Philippines,251
Poland,Philippines,113
Romania,Philippines,36
Russian Federation,Philippines,69
Denmark,Philippines,455
Finland,Philippines,115
Iceland,Philippines,54
Ireland,Philippines,444
Norway,Philippines,673
Sweden,Philippines,624
Algeria,Philippines,476
Egypt,Philippines,166
Libya,Philippines,49
Sudan,Philippines,63
Tunisia,Philippines,585
Angola,Philippines,78
Congo,Philippines,545
Democratic Republic of the Congo,Philippines,33
Cabo Verde,Philippines,135
Ghana,Philippines,35
Nigeria,Philippines,198
South Africa,Philippines,838
Kenya,Philippines,54
Australia,Philippines,4118
New Zealand,Philippines,395
Papua New Guinea,Philippines,61
Guam,Philippines,1039
Palau,Philippines,35
Aruba,Philippines,64
Puerto Rico,Philippines,52
Argentina,Philippines,152
Bolivia (Plurinational State of),Philippines,36
Brazil,Philippines,167
Chile,Philippines,95
Colombia,Philippines,128
Ecuador,Philippines,473
Peru,Philippines,114
Suriname,Philippines,128
Costa Rica,Philippines,40
Guatemala,Philippines,35
Mexico,Philippines,149
Canada,Philippines,5740
United States of America,Philippines,36683
Bangladesh,Singapore,68430
India,Singapore,127189
Pakistan,Singapore,109537
Sri Lanka,Singapore,9093
Indonesia,Singapore,138338
Malaysia,Singapore,952261
Philippines,Singapore,13044
Thailand,Singapore,16329
China,Singapore,380145
Australia,Singapore,8584
New Zealand,Singapore,3337
Canada,Singapore,3983
United States of America,Singapore,14543
Afghanistan,Thailand,1
Bangladesh,Thailand,1463
India,Thailand,9280
Iran (Islamic Republic of),Thailand,14
Nepal,Thailand,11662
Pakistan,Thailand,2447
Sri Lanka,Thailand,8033
Iraq,Thailand,85
Saudi Arabia,Thailand,1
State of Palestine,Thailand,15
Turkey,Thailand,1
Cambodia,Thailand,689451
Indonesia,Thailand,699
Lao People's Democratic Republic,Thailand,934936
Malaysia,Thailand,1369
Myanmar,Thailand,1858735
Philippines,Thailand,1366
Singapore,Thailand,760
Viet Nam,Thailand,7350
China,Thailand,77581
Japan,Thailand,8514
Republic of Korea,Thailand,947
Italy,Thailand,639
Portugal,Thailand,552
France,Thailand,1375
Germany,Thailand,2396
Netherlands,Thailand,710
Switzerland,Thailand,980
Denmark,Thailand,668
Norway,Thailand,748
Sweden,Thailand,726
Sudan,Thailand,1
Democratic Republic of the Congo,Thailand,16
Côte d'Ivoire,Thailand,16
Liberia,Thailand,1
Togo,Thailand,2
Ethiopia,Thailand,2
Rwanda,Thailand,4
Somalia,Thailand,136
Zimbabwe,Thailand,1
Australia,Thailand,1476
New Zealand,Thailand,1876
Canada,Thailand,782
United States of America,Thailand,4227
Bangladesh,Timor-Leste,68
Pakistan,Timor-Leste,302
Indonesia,Timor-Leste,4126
Malaysia,Timor-Leste,64
Philippines,Timor-Leste,372
Singapore,Timor-Leste,80
Thailand,Timor-Leste,61
Viet Nam,Timor-Leste,205
China,Timor-Leste,941
Portugal,Timor-Leste,272
Australia,Timor-Leste,555
New Zealand,Timor-Leste,71
Cuba,Timor-Leste,28
Brazil,Timor-Leste,65
United States of America,Timor-Leste,58
Bangladesh,Viet Nam,8254
India,Viet Nam,2026
Nepal,Viet Nam,2420
Pakistan,Viet Nam,617
Sri Lanka,Viet Nam,82
Cambodia,Viet Nam,1035
Indonesia,Viet Nam,8217
Lao People's Democratic Republic,Viet Nam,7272
Malaysia,Viet Nam,133
Myanmar,Viet Nam,11695
Philippines,Viet Nam,118
Singapore,Viet Nam,1830
Thailand,Viet Nam,12077
China,Viet Nam,3141
Japan,Viet Nam,1926
Republic of Korea,Viet Nam,1887
France,Viet Nam,214
Australia,Viet Nam,38
Canada,Viet Nam,1520
United States of America,Viet Nam,3307
Dominican Republic,Anguilla,677
Jamaica,Anguilla,481
Montserrat,Anguilla,295
Saint Kitts and Nevis,Anguilla,937
United States Virgin Islands,Anguilla,421
Guyana,Anguilla,396
Canada,Anguilla,59
United States of America,Anguilla,471
India,Antigua and Barbuda,82
Lebanon,Antigua and Barbuda,57
Syrian Arab Republic,Antigua and Barbuda,253
China,Antigua and Barbuda,139
Japan,Antigua and Barbuda,20
Italy,Antigua and Barbuda,74
Spain,Antigua and Barbuda,12
France,Antigua and Barbuda,42
Germany,Antigua and Barbuda,86
Netherlands,Antigua and Barbuda,16
Egypt,Antigua and Barbuda,10
Ghana,Antigua and Barbuda,32
Nigeria,Antigua and Barbuda,41
South Africa,Antigua and Barbuda,46
Ethiopia,Antigua and Barbuda,93
Australia,Antigua and Barbuda,7
New Zealand,Antigua and Barbuda,12
Anguilla,Antigua and Barbuda,40
Aruba,Antigua and Barbuda,5
Bahamas,Antigua and Barbuda,2
Barbados,Antigua and Barbuda,314
British Virgin Islands,Antigua and Barbuda,101
Bonaire, Sint Eustatius and Saba,Antigua and Barbuda,11
Cuba,Antigua and Barbuda,20
Curaçao,Antigua and Barbuda,19
Dominica,Antigua and Barbuda,4934
Dominican Republic,Antigua and Barbuda,1855
Grenada,Antigua and Barbuda,199
Guadeloupe,Antigua and Barbuda,79
Haiti,Antigua and Barbuda,34
Jamaica,Antigua and Barbuda,4149
Martinique,Antigua and Barbuda,5
Montserrat,Antigua and Barbuda,1183
Puerto Rico,Antigua and Barbuda,55
Saint Kitts and Nevis,Antigua and Barbuda,495
Saint Lucia,Antigua and Barbuda,703
Saint Vincent and the Grenadines,Antigua and Barbuda,954
Sint Maarten (Dutch part),Antigua and Barbuda,23
Trinidad and Tobago,Antigua and Barbuda,748
Turks and Caicos Islands,Antigua and Barbuda,6
United States Virgin Islands,Antigua and Barbuda,739
French Guiana,Antigua and Barbuda,5
Guyana,Antigua and Barbuda,6731
Suriname,Antigua and Barbuda,46
Venezuela (Bolivarian Republic of),Antigua and Barbuda,40
Belize,Antigua and Barbuda,14
Honduras,Antigua and Barbuda,7
Mexico,Antigua and Barbuda,5
Bermuda,Antigua and Barbuda,14
Canada,Antigua and Barbuda,451
United States of America,Antigua and Barbuda,2731
India,Aruba,333
Turkey,Aruba,10
Philippines,Aruba,1015
China,Aruba,1140
Portugal,Aruba,165
Netherlands,Aruba,4638
Bonaire, Sint Eustatius and Saba,Aruba,300
Curaçao,Aruba,2483
Dominica,Aruba,108
Dominican Republic,Aruba,4377
Grenada,Aruba,260
Haiti,Aruba,1650
Jamaica,Aruba,754
Saint Vincent and the Grenadines,Aruba,114
Sint Maarten (Dutch part),Aruba,709
Colombia,Aruba,9874
Guyana,Aruba,292
Peru,Aruba,1147
Suriname,Aruba,1352
Venezuela (Bolivarian Republic of),Aruba,3438
Nicaragua,Aruba,108
United States of America,Aruba,619
India,Bahamas,634
Sri Lanka,Bahamas,41
Indonesia,Bahamas,35
Philippines,Bahamas,1185
China,Bahamas,182
Japan,Bahamas,37
Greece,Bahamas,96
Italy,Bahamas,167
Portugal,Bahamas,16
Spain,Bahamas,117
Austria,Bahamas,42
Belgium,Bahamas,31
France,Bahamas,151
Germany,Bahamas,306
Netherlands,Bahamas,57
Switzerland,Bahamas,325
Bulgaria,Bahamas,22
Poland,Bahamas,21
Romania,Bahamas,108
Russian Federation,Bahamas,59
Ukraine,Bahamas,19
Denmark,Bahamas,16
Estonia,Bahamas,16
Ireland,Bahamas,62
Norway,Bahamas,12
Sweden,Bahamas,30
Egypt,Bahamas,32
Ghana,Bahamas,50
Nigeria,Bahamas,169
Botswana,Bahamas,14
South Africa,Bahamas,110
Kenya,Bahamas,22
Uganda,Bahamas,12
Zimbabwe,Bahamas,15
Australia,Bahamas,88
New Zealand,Bahamas,25
Antigua and Barbuda,Bahamas,14
Barbados,Bahamas,252
British Virgin Islands,Bahamas,3
Cayman Islands,Bahamas,24
Cuba,Bahamas,425
Dominica,Bahamas,79
Dominican Republic,Bahamas,308
Grenada,Bahamas,35
Haiti,Bahamas,29291
Jamaica,Bahamas,7965
Saint Kitts and Nevis,Bahamas,36
Saint Lucia,Bahamas,82
Saint Vincent and the Grenadines,Bahamas,42
Trinidad and Tobago,Bahamas,414
Turks and Caicos Islands,Bahamas,1640
Argentina,Bahamas,117
Brazil,Bahamas,128
Chile,Bahamas,37
Colombia,Bahamas,204
Ecuador,Bahamas,45
Guyana,Bahamas,1417
Peru,Bahamas,333
Uruguay,Bahamas,18
Venezuela (Bolivarian Republic of),Bahamas,31
Belize,Bahamas,46
Costa Rica,Bahamas,57
El Salvador,Bahamas,77
Guatemala,Bahamas,37
Honduras,Bahamas,45
Mexico,Bahamas,142
Nicaragua,Bahamas,10
Panama,Bahamas,55
Bermuda,Bahamas,41
Canada,Bahamas,1663
United States of America,Bahamas,10259
India,Barbados,467
China,Barbados,43
Australia,Barbados,24
Antigua and Barbuda,Barbados,195
Bahamas,Barbados,49
Cuba,Barbados,58
Dominica,Barbados,340
Grenada,Barbados,392
Haiti,Barbados,33
Jamaica,Barbados,1003
Saint Kitts and Nevis,Barbados,110
Saint Lucia,Barbados,2197
Saint Vincent and the Grenadines,Barbados,3143
Trinidad and Tobago,Barbados,1504
Guyana,Barbados,6657
Suriname,Barbados,47
Belize,Barbados,22
Bermuda,Barbados,28
Canada,Barbados,695
United States of America,Barbados,1043
India,British Virgin Islands,42
Lebanon,British Virgin Islands,24
France,British Virgin Islands,24
Germany,British Virgin Islands,62
Australia,British Virgin Islands,24
Antigua and Barbuda,British Virgin Islands,822
Bahamas,British Virgin Islands,27
Barbados,British Virgin Islands,198
Dominica,British Virgin Islands,1335
Dominican Republic,British Virgin Islands,1856
Jamaica,British Virgin Islands,2064
Montserrat,British Virgin Islands,228
Puerto Rico,British Virgin Islands,570
Saint Kitts and Nevis,British Virgin Islands,1477
Saint Lucia,British Virgin Islands,560
Saint Vincent and the Grenadines,British Virgin Islands,2394
Trinidad and Tobago,British Virgin Islands,437
Guyana,British Virgin Islands,2460
Canada,British Virgin Islands,255
United States of America,British Virgin Islands,1870
India,Bonaire, Sint Eustatius and Saba,10
Lebanon,Bonaire, Sint Eustatius and Saba,76
Indonesia,Bonaire, Sint Eustatius and Saba,52
China,Bonaire, Sint Eustatius and Saba,20
Japan,Bonaire, Sint Eustatius and Saba,34
Italy,Bonaire, Sint Eustatius and Saba,20
Portugal,Bonaire, Sint Eustatius and Saba,55
Spain,Bonaire, Sint Eustatius and Saba,20
France,Bonaire, Sint Eustatius and Saba,36
Netherlands,Bonaire, Sint Eustatius and Saba,2517
Norway,Bonaire, Sint Eustatius and Saba,2
New Zealand,Bonaire, Sint Eustatius and Saba,3
Anguilla,Bonaire, Sint Eustatius and Saba,33
Antigua and Barbuda,Bonaire, Sint Eustatius and Saba,29
Aruba,Bonaire, Sint Eustatius and Saba,899
Bahamas,Bonaire, Sint Eustatius and Saba,25
Barbados,Bonaire, Sint Eustatius and Saba,76
British Virgin Islands,Bonaire, Sint Eustatius and Saba,75
Cuba,Bonaire, Sint Eustatius and Saba,53
Curaçao,Bonaire, Sint Eustatius and Saba,4900
Dominica,Bonaire, Sint Eustatius and Saba,26
Dominican Republic,Bonaire, Sint Eustatius and Saba,1621
Guadeloupe,Bonaire, Sint Eustatius and Saba,32
Haiti,Bonaire, Sint Eustatius and Saba,119
Jamaica,Bonaire, Sint Eustatius and Saba,469
Martinique,Bonaire, Sint Eustatius and Saba,32
Puerto Rico,Bonaire, Sint Eustatius and Saba,11
Saint Kitts and Nevis,Bonaire, Sint Eustatius and Saba,30
Saint Vincent and the Grenadines,Bonaire, Sint Eustatius and Saba,15
Sint Maarten (Dutch part),Bonaire, Sint Eustatius and Saba,612
Trinidad and Tobago,Bonaire, Sint Eustatius and Saba,7
Argentina,Bonaire, Sint Eustatius and Saba,3
Colombia,Bonaire, Sint Eustatius and Saba,700
Guyana,Bonaire, Sint Eustatius and Saba,195
Suriname,Bonaire, Sint Eustatius and Saba,495
Venezuela (Bolivarian Republic of),Bonaire, Sint Eustatius and Saba,571
Canada,Bonaire, Sint Eustatius and Saba,103
United States of America,Bonaire, Sint Eustatius and Saba,700
India,Cayman Islands,643
Iran (Islamic Republic of),Cayman Islands,10
Pakistan,Cayman Islands,121
Israel,Cayman Islands,13
Malaysia,Cayman Islands,20
Philippines,Cayman Islands,2086
Thailand,Cayman Islands,60
Japan,Cayman Islands,22
Italy,Cayman Islands,101
Spain,Cayman Islands,32
Austria,Cayman Islands,55
Belgium,Cayman Islands,13
France,Cayman Islands,41
Germany,Cayman Islands,151
Netherlands,Cayman Islands,41
Switzerland,Cayman Islands,89
Channel Islands,Cayman Islands,16
Denmark,Cayman Islands,20
Finland,Cayman Islands,10
Ireland,Cayman Islands,255
Niger,Cayman Islands,32
Nigeria,Cayman Islands,10
South Africa,Cayman Islands,41
Kenya,Cayman Islands,39
United Republic of Tanzania,Cayman Islands,16
Zambia,Cayman Islands,10
Zimbabwe,Cayman Islands,20
Australia,Cayman Islands,207
New Zealand,Cayman Islands,63
Bahamas,Cayman Islands,204
Barbados,Cayman Islands,202
Cuba,Cayman Islands,837
Curaçao,Cayman Islands,13
Dominican Republic,Cayman Islands,72
Grenada,Cayman Islands,17
Haiti,Cayman Islands,20
Jamaica,Cayman Islands,11448
Puerto Rico,Cayman Islands,53
Saint Lucia,Cayman Islands,10
Saint Vincent and the Grenadines,Cayman Islands,34
Trinidad and Tobago,Cayman Islands,347
Argentina,Cayman Islands,13
Brazil,Cayman Islands,78
Colombia,Cayman Islands,464
Guyana,Cayman Islands,371
Peru,Cayman Islands,16
Venezuela (Bolivarian Republic of),Cayman Islands,39
Belize,Cayman Islands,389
Costa Rica,Cayman Islands,144
Honduras,Cayman Islands,2029
Mexico,Cayman Islands,44
Nicaragua,Cayman Islands,437
Panama,Cayman Islands,151
Bermuda,Cayman Islands,36
Canada,Cayman Islands,1605
United States of America,Cayman Islands,3184
Lebanon,Cuba,16
China,Cuba,91
Albania,Cuba,33
Italy,Cuba,68
Spain,Cuba,1513
France,Cuba,45
Germany,Cuba,105
Bulgaria,Cuba,40
Hungary,Cuba,21
Poland,Cuba,29
Romania,Cuba,20
Russian Federation,Cuba,633
Ukraine,Cuba,192
Algeria,Cuba,13
Angola,Cuba,29
Dominican Republic,Cuba,36
Grenada,Cuba,24
Haiti,Cuba,290
Jamaica,Cuba,91
Puerto Rico,Cuba,36
Argentina,Cuba,51
Bolivia (Plurinational State of),Cuba,17
Chile,Cuba,55
Colombia,Cuba,48
Ecuador,Cuba,18
Peru,Cuba,25
Venezuela (Bolivarian Republic of),Cuba,59
Guatemala,Cuba,20
Mexico,Cuba,125
Nicaragua,Cuba,83
Panama,Cuba,25
Canada,Cuba,18
Greenland,Cuba,26
United States of America,Cuba,166
India,Curaçao,692
Lebanon,Curaçao,273
Indonesia,Curaçao,197
China,Curaçao,531
Japan,Curaçao,141
Italy,Curaçao,25
Portugal,Curaçao,998
Spain,Curaçao,21
Belgium,Curaçao,98
Germany,Curaçao,134
Netherlands,Curaçao,9830
Anguilla,Curaçao,45
Antigua and Barbuda,Curaçao,58
Aruba,Curaçao,1856
Bahamas,Curaçao,88
Barbados,Curaçao,207
British Virgin Islands,Curaçao,107
Bonaire, Sint Eustatius and Saba,Curaçao,2537
Cuba,Curaçao,253
Dominica,Curaçao,116
Dominican Republic,Curaçao,6212
Grenada,Curaçao,2
Guadeloupe,Curaçao,102
Haiti,Curaçao,2139
Jamaica,Curaçao,1413
Martinique,Curaçao,33
Puerto Rico,Curaçao,16
Saint Kitts and Nevis,Curaçao,196
Saint Vincent and the Grenadines,Curaçao,316
Sint Maarten (Dutch part),Curaçao,542
Trinidad and Tobago,Curaçao,104
United States Virgin Islands,Curaçao,30
Argentina,Curaçao,22
Colombia,Curaçao,4714
Guyana,Curaçao,497
Peru,Curaçao,114
Suriname,Curaçao,2033
Venezuela (Bolivarian Republic of),Curaçao,2942
Mexico,Curaçao,14
Canada,Curaçao,97
United States of America,Curaçao,358
India,Dominica,28
Lebanon,Dominica,34
Syrian Arab Republic,Dominica,16
China,Dominica,38
France,Dominica,81
Germany,Dominica,30
Netherlands,Dominica,10
Nigeria,Dominica,51
Australia,Dominica,7
Anguilla,Dominica,19
Antigua and Barbuda,Dominica,451
Aruba,Dominica,47
Bahamas,Dominica,12
Barbados,Dominica,170
British Virgin Islands,Dominica,86
Cuba,Dominica,12
Guadeloupe,Dominica,38
Haiti,Dominica,2504
Jamaica,Dominica,131
Martinique,Dominica,146
Montserrat,Dominica,165
Puerto Rico,Dominica,16
Saint Kitts and Nevis,Dominica,64
Saint Lucia,Dominica,286
Saint Vincent and the Grenadines,Dominica,127
Trinidad and Tobago,Dominica,312
French Guiana,Dominica,23
Guyana,Dominica,194
Suriname,Dominica,19
Venezuela (Bolivarian Republic of),Dominica,30
Canada,Dominica,187
United States of America,Dominica,636
Bhutan,Dominican Republic,8
India,Dominican Republic,97
Iran (Islamic Republic of),Dominican Republic,31
Pakistan,Dominican Republic,81
Bahrain,Dominican Republic,21
Iraq,Dominican Republic,27
Israel,Dominican Republic,63
Lebanon,Dominican Republic,153
Saudi Arabia,Dominican Republic,17
State of Palestine,Dominican Republic,18
Syrian Arab Republic,Dominican Republic,25
Turkey,Dominican Republic,31
Cambodia,Dominican Republic,125
Malaysia,Dominican Republic,17
Philippines,Dominican Republic,51
China,Dominican Republic,3902
Japan,Dominican Republic,356
Republic of Korea,Dominican Republic,582
Kazakhstan,Dominican Republic,10
Bosnia and Herzegovina,Dominican Republic,5
Greece,Dominican Republic,65
Italy,Dominican Republic,4332
Malta,Dominican Republic,25
Portugal,Dominican Republic,109
Serbia,Dominican Republic,74
Spain,Dominican Republic,7199
Austria,Dominican Republic,213
Belgium,Dominican Republic,264
France,Dominican Republic,3855
Germany,Dominican Republic,1919
Netherlands,Dominican Republic,612
Switzerland,Dominican Republic,1078
Bulgaria,Dominican Republic,75
Hungary,Dominican Republic,21
Poland,Dominican Republic,45
Republic of Moldova,Dominican Republic,11
Romania,Dominican Republic,44
Russian Federation,Dominican Republic,498
Ukraine,Dominican Republic,77
Denmark,Dominican Republic,25
Finland,Dominican Republic,27
Ireland,Dominican Republic,33
Norway,Dominican Republic,55
Sweden,Dominican Republic,75
Morocco,Dominican Republic,34
Cameroon,Dominican Republic,23
Central African Republic,Dominican Republic,139
Chad,Dominican Republic,3
Cabo Verde,Dominican Republic,3
Nigeria,Dominican Republic,25
Saint Helena,Dominican Republic,100
South Africa,Dominican Republic,10
Burundi,Dominican Republic,3
Cook Islands,Dominican Republic,8
Wallis and Futuna Islands,Dominican Republic,11
Australia,Dominican Republic,41
Anguilla,Dominican Republic,34
Antigua and Barbuda,Dominican Republic,184
Aruba,Dominican Republic,165
Bahamas,Dominican Republic,40
British Virgin Islands,Dominican Republic,76
Cuba,Dominican Republic,3367
Dominica,Dominican Republic,14
Guadeloupe,Dominican Republic,56
Haiti,Dominican Republic,491013
Jamaica,Dominican Republic,136
Martinique,Dominican Republic,33
Puerto Rico,Dominican Republic,4731
Saint Kitts and Nevis,Dominican Republic,141
Trinidad and Tobago,Dominican Republic,23
Turks and Caicos Islands,Dominican Republic,35
United States Virgin Islands,Dominican Republic,84
Argentina,Dominican Republic,1106
Bolivia (Plurinational State of),Dominican Republic,175
Brazil,Dominican Republic,665
Chile,Dominican Republic,654
Colombia,Dominican Republic,2932
Ecuador,Dominican Republic,600
Guyana,Dominican Republic,23
Paraguay,Dominican Republic,25
Peru,Dominican Republic,1475
Suriname,Dominican Republic,27
Uruguay,Dominican Republic,188
Venezuela (Bolivarian Republic of),Dominican Republic,3680
Costa Rica,Dominican Republic,317
El Salvador,Dominican Republic,275
Guatemala,Dominican Republic,442
Honduras,Dominican Republic,438
Mexico,Dominican Republic,1547
Nicaragua,Dominican Republic,301
Panama,Dominican Republic,781
Bermuda,Dominican Republic,15
Canada,Dominican Republic,1255
Saint Pierre and Miquelon,Dominican Republic,66
United States of America,Dominican Republic,14478
Antigua and Barbuda,Grenada,38
Bahamas,Grenada,30
Barbados,Grenada,179
British Virgin Islands,Grenada,14
Dominica,Grenada,74
Jamaica,Grenada,116
Montserrat,Grenada,10
Saint Kitts and Nevis,Grenada,15
Saint Lucia,Grenada,164
Saint Vincent and the Grenadines,Grenada,380
Trinidad and Tobago,Grenada,2216
United States Virgin Islands,Grenada,710
Guyana,Grenada,344
Venezuela (Bolivarian Republic of),Grenada,344
Canada,Grenada,229
India,Guadeloupe,203
Lebanon,Guadeloupe,257
Syrian Arab Republic,Guadeloupe,300
Italy,Guadeloupe,366
Portugal,Guadeloupe,474
Belgium,Guadeloupe,470
France,Guadeloupe,56600
Germany,Guadeloupe,318
Netherlands,Guadeloupe,813
Switzerland,Guadeloupe,226
Algeria,Guadeloupe,158
Réunion,Guadeloupe,403
Dominica,Guadeloupe,4440
Dominican Republic,Guadeloupe,961
Haiti,Guadeloupe,15520
Martinique,Guadeloupe,9592
Saint Lucia,Guadeloupe,419
Brazil,Guadeloupe,63
French Guiana,Guadeloupe,1209
Guyana,Guadeloupe,190
Suriname,Guadeloupe,37
Canada,Guadeloupe,503
United States of America,Guadeloupe,503
China,Haiti,339
Japan,Haiti,214
Italy,Haiti,1203
Spain,Haiti,1272
Austria,Haiti,164
France,Haiti,432
Germany,Haiti,878
Switzerland,Haiti,368
Cuba,Haiti,1178
Dominican Republic,Haiti,2362
Puerto Rico,Haiti,1517
Argentina,Haiti,454
Chile,Haiti,324
Colombia,Haiti,811
Peru,Haiti,343
Uruguay,Haiti,278
Venezuela (Bolivarian Republic of),Haiti,2463
Costa Rica,Haiti,266
Mexico,Haiti,298
Canada,Haiti,614
United States of America,Haiti,1576
India,Jamaica,1141
Antigua and Barbuda,Jamaica,154
Bahamas,Jamaica,670
Barbados,Jamaica,539
Cuba,Jamaica,1814
Dominica,Jamaica,138
Grenada,Jamaica,207
Saint Kitts and Nevis,Jamaica,97
Saint Lucia,Jamaica,332
Saint Vincent and the Grenadines,Jamaica,226
Trinidad and Tobago,Jamaica,2328
Belize,Jamaica,7
Costa Rica,Jamaica,100
El Salvador,Jamaica,133
Guatemala,Jamaica,305
Honduras,Jamaica,162
Nicaragua,Jamaica,124
Panama,Jamaica,74
Canada,Jamaica,1330
United States of America,Jamaica,6286
Syrian Arab Republic,Martinique,154
China,Martinique,155
Italy,Martinique,82
Belgium,Martinique,130
France,Martinique,47049
Algeria,Martinique,101
Réunion,Martinique,413
Dominica,Martinique,421
Dominican Republic,Martinique,137
Guadeloupe,Martinique,5452
Haiti,Martinique,1765
Saint Lucia,Martinique,2027
Brazil,Martinique,75
French Guiana,Martinique,1804
Antigua and Barbuda,Montserrat,117
Dominica,Montserrat,293
Dominican Republic,Montserrat,24
Saint Kitts and Nevis,Montserrat,120
Saint Vincent and the Grenadines,Montserrat,29
Trinidad and Tobago,Montserrat,43
Guyana,Montserrat,244
Canada,Montserrat,36
United States of America,Montserrat,122
India,Puerto Rico,46
Israel,Puerto Rico,42
Jordan,Puerto Rico,85
Lebanon,Puerto Rico,17
Turkey,Puerto Rico,19
Philippines,Puerto Rico,133
Thailand,Puerto Rico,17
Viet Nam,Puerto Rico,60
China,Puerto Rico,1309
Japan,Puerto Rico,78
Republic of Korea,Puerto Rico,4
Italy,Puerto Rico,182
Portugal,Puerto Rico,33
Spain,Puerto Rico,2811
France,Puerto Rico,136
Germany,Puerto Rico,479
Netherlands,Puerto Rico,25
Poland,Puerto Rico,17
Egypt,Puerto Rico,33
Cuba,Puerto Rico,13645
Dominica,Puerto Rico,1132
Dominican Republic,Puerto Rico,50643
Haiti,Puerto Rico,139
Jamaica,Puerto Rico,40
Trinidad and Tobago,Puerto Rico,165
United States Virgin Islands,Puerto Rico,411
Argentina,Puerto Rico,894
Bolivia (Plurinational State of),Puerto Rico,53
Brazil,Puerto Rico,90
Chile,Puerto Rico,4
Colombia,Puerto Rico,4361
Ecuador,Puerto Rico,376
Guyana,Puerto Rico,47
Peru,Puerto Rico,2261
Venezuela (Bolivarian Republic of),Puerto Rico,2189
Costa Rica,Puerto Rico,998
El Salvador,Puerto Rico,140
Guatemala,Puerto Rico,357
Honduras,Puerto Rico,574
Mexico,Puerto Rico,1977
Nicaragua,Puerto Rico,222
Panama,Puerto Rico,636
Canada,Puerto Rico,113
United States of America,Puerto Rico,159260
Antigua and Barbuda,Saint Kitts and Nevis,411
Bahamas,Saint Kitts and Nevis,24
Barbados,Saint Kitts and Nevis,97
British Virgin Islands,Saint Kitts and Nevis,247
Dominica,Saint Kitts and Nevis,203
Grenada,Saint Kitts and Nevis,58
Jamaica,Saint Kitts and Nevis,143
Montserrat,Saint Kitts and Nevis,438
Saint Lucia,Saint Kitts and Nevis,103
Saint Vincent and the Grenadines,Saint Kitts and Nevis,171
Trinidad and Tobago,Saint Kitts and Nevis,271
United States Virgin Islands,Saint Kitts and Nevis,624
Guyana,Saint Kitts and Nevis,792
India,Saint Lucia,210
Pakistan,Saint Lucia,1
Syrian Arab Republic,Saint Lucia,132
Malaysia,Saint Lucia,9
Philippines,Saint Lucia,22
China,Saint Lucia,50
Japan,Saint Lucia,9
Italy,Saint Lucia,13
Austria,Saint Lucia,9
Belgium,Saint Lucia,8
France,Saint Lucia,52
Germany,Saint Lucia,48
Netherlands,Saint Lucia,11
Switzerland,Saint Lucia,8
Ireland,Saint Lucia,16
Ghana,Saint Lucia,17
Nigeria,Saint Lucia,66
South Africa,Saint Lucia,4
Ethiopia,Saint Lucia,1
Australia,Saint Lucia,11
Anguilla,Saint Lucia,4
Antigua and Barbuda,Saint Lucia,86
Aruba,Saint Lucia,28
Bahamas,Saint Lucia,10
Barbados,Saint Lucia,406
British Virgin Islands,Saint Lucia,7
Cayman Islands,Saint Lucia,9
Cuba,Saint Lucia,80
Curaçao,Saint Lucia,80
Dominica,Saint Lucia,252
Dominican Republic,Saint Lucia,36
Grenada,Saint Lucia,162
Guadeloupe,Saint Lucia,26
Haiti,Saint Lucia,23
Jamaica,Saint Lucia,376
Martinique,Saint Lucia,275
Montserrat,Saint Lucia,28
Puerto Rico,Saint Lucia,7
Saint Kitts and Nevis,Saint Lucia,34
Saint Vincent and the Grenadines,Saint Lucia,317
Sint Maarten (Dutch part),Saint Lucia,52
Trinidad and Tobago,Saint Lucia,508
United States Virgin Islands,Saint Lucia,90
Brazil,Saint Lucia,7
French Guiana,Saint Lucia,137
Guyana,Saint Lucia,2111
Suriname,Saint Lucia,21
Venezuela (Bolivarian Republic of),Saint Lucia,28
Guatemala,Saint Lucia,2
Mexico,Saint Lucia,17
Panama,Saint Lucia,6
Bermuda,Saint Lucia,1
Canada,Saint Lucia,248
United States of America,Saint Lucia,857
Antigua and Barbuda,Saint Vincent and the Grenadines,57
Barbados,Saint Vincent and the Grenadines,354
Bonaire, Sint Eustatius and Saba,Saint Vincent and the Grenadines,202
Curaçao,Saint Vincent and the Grenadines,152
Dominica,Saint Vincent and the Grenadines,87
Grenada,Saint Vincent and the Grenadines,443
Jamaica,Saint Vincent and the Grenadines,126
Saint Kitts and Nevis,Saint Vincent and the Grenadines,38
Saint Lucia,Saint Vincent and the Grenadines,241
Sint Maarten (Dutch part),Saint Vincent and the Grenadines,112
Trinidad and Tobago,Saint Vincent and the Grenadines,996
Guyana,Saint Vincent and the Grenadines,247
Canada,Saint Vincent and the Grenadines,173
United States of America,Saint Vincent and the Grenadines,345
India,Sint Maarten (Dutch part),863
Lebanon,Sint Maarten (Dutch part),332
Indonesia,Sint Maarten (Dutch part),62
China,Sint Maarten (Dutch part),180
France,Sint Maarten (Dutch part),92
