origin,destination,count
Haiti,Aruba,1000
Jamaica,Aruba,715
Saint Vincent and the Grenadines,Aruba,131
Sint Maarten (Dutch part),Aruba,500
Colombia,Aruba,7043
Guyana,Aruba,297
Peru,Aruba,939
Suriname,Aruba,1273
Venezuela (Bolivarian Republic of),Aruba,2856
Nicaragua,Aruba,77
United States of America,Aruba,681
India,Bahamas,229
Pakistan,Bahamas,11
Sri Lanka,Bahamas,9
Indonesia,Bahamas,6
Philippines,Bahamas,143
China,Bahamas,93
Japan,Bahamas,39
Greece,Bahamas,55
Italy,Bahamas,94
Portugal,Bahamas,9
Spain,Bahamas,49
Austria,Bahamas,22
Belgium,Bahamas,20
France,Bahamas,141
Germany,Bahamas,220
Netherlands,Bahamas,30
Switzerland,Bahamas,156
Poland,Bahamas,9
Romania,Bahamas,25
Russian Federation,Bahamas,25
Denmark,Bahamas,37
Ireland,Bahamas,69
Norway,Bahamas,10
Sweden,Bahamas,32
Egypt,Bahamas,7
Ghana,Bahamas,65
Nigeria,Bahamas,93
South Africa,Bahamas,88
Kenya,Bahamas,5
Australia,Bahamas,65
New Zealand,Bahamas,19
Antigua and Barbuda,Bahamas,8
Barbados,Bahamas,108
British Virgin Islands,Bahamas,12
Cayman Islands,Bahamas,9
Cuba,Bahamas,110
Dominica,Bahamas,47
Dominican Republic,Bahamas,84
Grenada,Bahamas,26
Haiti,Bahamas,20628
Jamaica,Bahamas,3773
Saint Kitts and Nevis,Bahamas,12
Saint Lucia,Bahamas,57
Saint Vincent and the Grenadines,Bahamas,22
Trinidad and Tobago,Bahamas,321
Turks and Caicos Islands,Bahamas,488
Argentina,Bahamas,9
Brazil,Bahamas,47
Chile,Bahamas,8
Colombia,Bahamas,33
Ecuador,Bahamas,15
Guyana,Bahamas,682
Peru,Bahamas,39
Uruguay,Bahamas,2
Venezuela (Bolivarian Republic of),Bahamas,24
Belize,Bahamas,13
Costa Rica,Bahamas,66
El Salvador,Bahamas,4
Guatemala,Bahamas,9
Honduras,Bahamas,13
Mexico,Bahamas,82
Nicaragua,Bahamas,7
Panama,Bahamas,14
Bermuda,Bahamas,13
Canada,Bahamas,1351
United States of America,Bahamas,4300
India,Barbados,522
Australia,Barbados,29
Antigua and Barbuda,Barbados,267
Bahamas,Barbados,64
Dominica,Barbados,534
Grenada,Barbados,668
Jamaica,Barbados,736
Saint Lucia,Barbados,3924
Saint Vincent and the Grenadines,Barbados,4350
Trinidad and Tobago,Barbados,2070
Guyana,Barbados,3026
Canada,Barbados,791
United States of America,Barbados,1315
India,British Virgin Islands,27
Lebanon,British Virgin Islands,16
France,British Virgin Islands,16
Germany,British Virgin Islands,40
Australia,British Virgin Islands,16
Antigua and Barbuda,British Virgin Islands,524
Bahamas,British Virgin Islands,18
Barbados,British Virgin Islands,127
Dominica,British Virgin Islands,836
Dominican Republic,British Virgin Islands,1010
Jamaica,British Virgin Islands,368
Montserrat,British Virgin Islands,146
Puerto Rico,British Virgin Islands,44
Saint Kitts and Nevis,British Virgin Islands,2100
Saint Lucia,British Virgin Islands,371
Saint Vincent and the Grenadines,British Virgin Islands,1414
Trinidad and Tobago,British Virgin Islands,279
Guyana,British Virgin Islands,1136
Canada,British Virgin Islands,163
United States of America,British Virgin Islands,910
India,Bonaire, Sint Eustatius and Saba,38
Lebanon,Bonaire, Sint Eustatius and Saba,991
Indonesia,Bonaire, Sint Eustatius and Saba,187
China,Bonaire, Sint Eustatius and Saba,74
Japan,Bonaire, Sint Eustatius and Saba,242
Italy,Bonaire, Sint Eustatius and Saba,75
Portugal,Bonaire, Sint Eustatius and Saba,967
Spain,Bonaire, Sint Eustatius and Saba,46
France,Bonaire, Sint Eustatius and Saba,184
Netherlands,Bonaire, Sint Eustatius and Saba,6780
Norway,Bonaire, Sint Eustatius and Saba,7
New Zealand,Bonaire, Sint Eustatius and Saba,11
Anguilla,Bonaire, Sint Eustatius and Saba,534
Antigua and Barbuda,Bonaire, Sint Eustatius and Saba,1018
Aruba,Bonaire, Sint Eustatius and Saba,3103
Bahamas,Bonaire, Sint Eustatius and Saba,139
Barbados,Bonaire, Sint Eustatius and Saba,451
British Virgin Islands,Bonaire, Sint Eustatius and Saba,1748
Cuba,Bonaire, Sint Eustatius and Saba,1970
Curaçao,Bonaire, Sint Eustatius and Saba,2253
Dominica,Bonaire, Sint Eustatius and Saba,101
Dominican Republic,Bonaire, Sint Eustatius and Saba,8340
Grenada,Bonaire, Sint Eustatius and Saba,15
Guadeloupe,Bonaire, Sint Eustatius and Saba,193
Haiti,Bonaire, Sint Eustatius and Saba,3086
Jamaica,Bonaire, Sint Eustatius and Saba,1426
Martinique,Bonaire, Sint Eustatius and Saba,193
Puerto Rico,Bonaire, Sint Eustatius and Saba,73
Saint Kitts and Nevis,Bonaire, Sint Eustatius and Saba,541
Saint Lucia,Bonaire, Sint Eustatius and Saba,2
Saint Vincent and the Grenadines,Bonaire, Sint Eustatius and Saba,122
Sint Maarten (Dutch part),Bonaire, Sint Eustatius and Saba,282
Trinidad and Tobago,Bonaire, Sint Eustatius and Saba,74
United States Virgin Islands,Bonaire, Sint Eustatius and Saba,164
Argentina,Bonaire, Sint Eustatius and Saba,43
Colombia,Bonaire, Sint Eustatius and Saba,2495
French Guiana,Bonaire, Sint Eustatius and Saba,6
Guyana,Bonaire, Sint Eustatius and Saba,1235
Suriname,Bonaire, Sint Eustatius and Saba,2305
Venezuela (Bolivarian Republic of),Bonaire, Sint Eustatius and Saba,1441
Mexico,Bonaire, Sint Eustatius and Saba,32
Canada,Bonaire, Sint Eustatius and Saba,164
United States of America,Bonaire, Sint Eustatius and Saba,1098
India,Cayman Islands,144
Iran (Islamic Republic of),Cayman Islands,11
Pakistan,Cayman Islands,114
Israel,Cayman Islands,13
Malaysia,Cayman Islands,19
Philippines,Cayman Islands,111
Thailand,Cayman Islands,56
Japan,Cayman Islands,22
Italy,Cayman Islands,94
Spain,Cayman Islands,29
Austria,Cayman Islands,52
Belgium,Cayman Islands,13
France,Cayman Islands,40
Germany,Cayman Islands,140
Netherlands,Cayman Islands,40
Switzerland,Cayman Islands,82
Channel Islands,Cayman Islands,15
Denmark,Cayman Islands,19
Finland,Cayman Islands,11
Ireland,Cayman Islands,258
Niger,Cayman Islands,29
Nigeria,Cayman Islands,11
South Africa,Cayman Islands,40
Kenya,Cayman Islands,37
United Republic of Tanzania,Cayman Islands,15
Zambia,Cayman Islands,11
Zimbabwe,Cayman Islands,19
Australia,Cayman Islands,77
New Zealand,Cayman Islands,58
Bahamas,Cayman Islands,190
Barbados,Cayman Islands,209
Cuba,Cayman Islands,753
Curaçao,Cayman Islands,13
Dominican Republic,Cayman Islands,68
Grenada,Cayman Islands,17
Haiti,Cayman Islands,19
Jamaica,Cayman Islands,7468
Puerto Rico,Cayman Islands,49
Saint Lucia,Cayman Islands,11
Saint Vincent and the Grenadines,Cayman Islands,32
Trinidad and Tobago,Cayman Islands,363
Argentina,Cayman Islands,13
Brazil,Cayman Islands,73
Colombia,Cayman Islands,235
Guyana,Cayman Islands,198
Peru,Cayman Islands,15
Venezuela (Bolivarian Republic of),Cayman Islands,37
Belize,Cayman Islands,359
Costa Rica,Cayman Islands,284
Honduras,Cayman Islands,777
Mexico,Cayman Islands,42
Nicaragua,Cayman Islands,770
Panama,Cayman Islands,140
Bermuda,Cayman Islands,34
Canada,Cayman Islands,1393
United States of America,Cayman Islands,1821
Lebanon,Cuba,64
China,Cuba,339
Albania,Cuba,125
Italy,Cuba,254
Spain,Cuba,5521
France,Cuba,169
Germany,Cuba,388
Bulgaria,Cuba,153
Hungary,Cuba,80
Poland,Cuba,109
Romania,Cuba,79
Russian Federation,Cuba,2317
Ukraine,Cuba,705
Algeria,Cuba,53
Angola,Cuba,112
Dominican Republic,Cuba,138
Grenada,Cuba,93
Haiti,Cuba,1065
Jamaica,Cuba,338
Puerto Rico,Cuba,140
Argentina,Cuba,192
Bolivia (Plurinational State of),Cuba,66
Chile,Cuba,203
Colombia,Cuba,182
Ecuador,Cuba,69
Peru,Cuba,98
Venezuela (Bolivarian Republic of),Cuba,222
Guatemala,Cuba,79
Mexico,Cuba,459
Nicaragua,Cuba,307
Panama,Cuba,95
Canada,Cuba,69
Greenland,Cuba,101
United States of America,Cuba,612
India,Dominica,15
Lebanon,Dominica,19
Syrian Arab Republic,Dominica,10
China,Dominica,23
France,Dominica,45
Germany,Dominica,17
Netherlands,Dominica,6
Nigeria,Dominica,29
Australia,Dominica,5
Anguilla,Dominica,11
Antigua and Barbuda,Dominica,290
Aruba,Dominica,26
Bahamas,Dominica,7
Barbados,Dominica,95
British Virgin Islands,Dominica,49
Cuba,Dominica,7
Guadeloupe,Dominica,23
Haiti,Dominica,873
Jamaica,Dominica,74
Martinique,Dominica,82
Montserrat,Dominica,93
Puerto Rico,Dominica,10
Saint Kitts and Nevis,Dominica,36
Saint Lucia,Dominica,161
Saint Vincent and the Grenadines,Dominica,72
Trinidad and Tobago,Dominica,175
French Guiana,Dominica,13
Guyana,Dominica,108
Suriname,Dominica,11
Venezuela (Bolivarian Republic of),Dominica,17
Canada,Dominica,105
United States of America,Dominica,356
Bhutan,Dominican Republic,11
India,Dominican Republic,351
Iran (Islamic Republic of),Dominican Republic,85
Pakistan,Dominican Republic,203
Bahrain,Dominican Republic,26
Iraq,Dominican Republic,7
Israel,Dominican Republic,226
Lebanon,Dominican Republic,876
Saudi Arabia,Dominican Republic,29
State of Palestine,Dominican Republic,230
Syrian Arab Republic,Dominican Republic,93
Turkey,Dominican Republic,89
Cambodia,Dominican Republic,144
Malaysia,Dominican Republic,44
Philippines,Dominican Republic,140
China,Dominican Republic,4413
Japan,Dominican Republic,1534
Republic of Korea,Dominican Republic,669
Kazakhstan,Dominican Republic,4
Bosnia and Herzegovina,Dominican Republic,7
Greece,Dominican Republic,115
Italy,Dominican Republic,8501
Malta,Dominican Republic,40
Portugal,Dominican Republic,195
Serbia,Dominican Republic,220
Spain,Dominican Republic,8982
Austria,Dominican Republic,1179
Belgium,Dominican Republic,598
France,Dominican Republic,3083
Germany,Dominican Republic,6209
Netherlands,Dominican Republic,706
Switzerland,Dominican Republic,2614
Bulgaria,Dominican Republic,436
Hungary,Dominican Republic,62
Poland,Dominican Republic,580
Republic of Moldova,Dominican Republic,7
Romania,Dominican Republic,37
Russian Federation,Dominican Republic,351
Ukraine,Dominican Republic,148
Denmark,Dominican Republic,85
Finland,Dominican Republic,55
Ireland,Dominican Republic,62
Norway,Dominican Republic,82
Sweden,Dominican Republic,451
Morocco,Dominican Republic,26
Cameroon,Dominican Republic,4
Central African Republic,Dominican Republic,7
Chad,Dominican Republic,4
Cabo Verde,Dominican Republic,4
Nigeria,Dominican Republic,51
Saint Helena,Dominican Republic,115
South Africa,Dominican Republic,296
Burundi,Dominican Republic,4
Cook Islands,Dominican Republic,11
Wallis and Futuna Islands,Dominican Republic,15
Australia,Dominican Republic,82
Anguilla,Dominican Republic,170
Antigua and Barbuda,Dominican Republic,325
Aruba,Dominican Republic,403
Bahamas,Dominican Republic,111
British Virgin Islands,Dominican Republic,15
Cuba,Dominican Republic,8335
Dominica,Dominican Republic,29
Guadeloupe,Dominican Republic,118
Haiti,Dominican Republic,228652
Jamaica,Dominican Republic,514
Martinique,Dominican Republic,62
Puerto Rico,Dominican Republic,10708
Saint Kitts and Nevis,Dominican Republic,93
Trinidad and Tobago,Dominican Republic,122
Turks and Caicos Islands,Dominican Republic,4
United States Virgin Islands,Dominican Republic,576
Argentina,Dominican Republic,3227
Bolivia (Plurinational State of),Dominican Republic,443
Brazil,Dominican Republic,1160
Chile,Dominican Republic,2310
Colombia,Dominican Republic,5737
Ecuador,Dominican Republic,1160
Guyana,Dominican Republic,55
Paraguay,Dominican Republic,75
Peru,Dominican Republic,2432
Suriname,Dominican Republic,126
Uruguay,Dominican Republic,1985
Venezuela (Bolivarian Republic of),Dominican Republic,17386
Costa Rica,Dominican Republic,1896
El Salvador,Dominican Republic,447
Guatemala,Dominican Republic,580
Honduras,Dominican Republic,529
Mexico,Dominican Republic,2122
Nicaragua,Dominican Republic,507
Panama,Dominican Republic,854
Bermuda,Dominican Republic,11
Canada,Dominican Republic,4351
Saint Pierre and Miquelon,Dominican Republic,48
United States of America,Dominican Republic,11133
Antigua and Barbuda,Grenada,35
Bahamas,Grenada,27
Barbados,Grenada,161
British Virgin Islands,Grenada,13
Dominica,Grenada,67
Jamaica,Grenada,105
Montserrat,Grenada,9
Saint Kitts and Nevis,Grenada,14
Saint Lucia,Grenada,147
Saint Vincent and the Grenadines,Grenada,341
Trinidad and Tobago,Grenada,1980
United States Virgin Islands,Grenada,635
Guyana,Grenada,308
Venezuela (Bolivarian Republic of),Grenada,308
Canada,Grenada,205
India,Guadeloupe,133
Lebanon,Guadeloupe,202
Syrian Arab Republic,Guadeloupe,196
Italy,Guadeloupe,240
Portugal,Guadeloupe,310
Belgium,Guadeloupe,310
France,Guadeloupe,49084
Germany,Guadeloupe,209
Netherlands,Guadeloupe,531
Switzerland,Guadeloupe,148
Algeria,Guadeloupe,124
Réunion,Guadeloupe,344
Dominica,Guadeloupe,5648
Dominican Republic,Guadeloupe,1593
Haiti,Guadeloupe,8515
Martinique,Guadeloupe,8167
Saint Lucia,Guadeloupe,274
Brazil,Guadeloupe,42
French Guiana,Guadeloupe,1030
Guyana,Guadeloupe,125
Suriname,Guadeloupe,24
Canada,Guadeloupe,329
United States of America,Guadeloupe,329
China,Haiti,313
Japan,Haiti,198
Italy,Haiti,1106
Spain,Haiti,1170
Austria,Haiti,152
France,Haiti,400
Germany,Haiti,808
Switzerland,Haiti,340
Cuba,Haiti,1084
Dominican Republic,Haiti,2170
Puerto Rico,Haiti,1394
Argentina,Haiti,419
Chile,Haiti,300
Colombia,Haiti,746
Peru,Haiti,316
Uruguay,Haiti,257
Venezuela (Bolivarian Republic of),Haiti,2264
Costa Rica,Haiti,246
Mexico,Haiti,275
Canada,Haiti,566
United States of America,Haiti,1449
India,Jamaica,1213
Antigua and Barbuda,Jamaica,165
Bahamas,Jamaica,713
Barbados,Jamaica,575
Cuba,Jamaica,1928
Dominica,Jamaica,148
Grenada,Jamaica,222
Saint Kitts and Nevis,Jamaica,103
Saint Lucia,Jamaica,353
Saint Vincent and the Grenadines,Jamaica,242
Trinidad and Tobago,Jamaica,2476
Belize,Jamaica,7
Costa Rica,Jamaica,106
El Salvador,Jamaica,143
Guatemala,Jamaica,326
Honduras,Jamaica,173
Nicaragua,Jamaica,134
Panama,Jamaica,80
Canada,Jamaica,1414
United States of America,Jamaica,6668
Syrian Arab Republic,Martinique,137
China,Martinique,139
Italy,Martinique,74
Belgium,Martinique,116
France,Martinique,41569
Algeria,Martinique,91
Réunion,Martinique,366
Dominica,Martinique,374
Dominican Republic,Martinique,122
Guadeloupe,Martinique,4821
Haiti,Martinique,1562
Saint Lucia,Martinique,1792
Brazil,Martinique,67
French Guiana,Martinique,1596
Antigua and Barbuda,Montserrat,104
Dominica,Montserrat,250
Dominican Republic,Montserrat,22
Saint Kitts and Nevis,Montserrat,107
Saint Vincent and the Grenadines,Montserrat,26
Trinidad and Tobago,Montserrat,39
Guyana,Montserrat,218
Canada,Montserrat,33
United States of America,Montserrat,104
India,Puerto Rico,108
Israel,Puerto Rico,97
Jordan,Puerto Rico,196
Lebanon,Puerto Rico,39
Turkey,Puerto Rico,47
Philippines,Puerto Rico,306
Thailand,Puerto Rico,39
Viet Nam,Puerto Rico,138
China,Puerto Rico,1315
Japan,Puerto Rico,182
Republic of Korea,Puerto Rico,85
Italy,Puerto Rico,416
Portugal,Puerto Rico,76
Spain,Puerto Rico,3806
France,Puerto Rico,311
Germany,Puerto Rico,1097
Netherlands,Puerto Rico,59
Poland,Puerto Rico,40
Egypt,Puerto Rico,77
Cuba,Puerto Rico,19054
Dominica,Puerto Rico,2591
Dominican Republic,Puerto Rico,61563
Haiti,Puerto Rico,327
Jamaica,Puerto Rico,94
Trinidad and Tobago,Puerto Rico,378
United States Virgin Islands,Puerto Rico,945
Argentina,Puerto Rico,1259
Bolivia (Plurinational State of),Puerto Rico,122
Brazil,Puerto Rico,207
Chile,Puerto Rico,837
Colombia,Puerto Rico,3813
Ecuador,Puerto Rico,780
Guyana,Puerto Rico,110
Peru,Puerto Rico,1132
Venezuela (Bolivarian Republic of),Puerto Rico,1974
Costa Rica,Puerto Rico,577
El Salvador,Puerto Rico,492
Guatemala,Puerto Rico,546
Honduras,Puerto Rico,460
Mexico,Puerto Rico,2703
Nicaragua,Puerto Rico,509
Panama,Puerto Rico,1454
Canada,Puerto Rico,259
United States of America,Puerto Rico,233924
Antigua and Barbuda,Saint Kitts and Nevis,319
Bahamas,Saint Kitts and Nevis,11
Barbados,Saint Kitts and Nevis,79
British Virgin Islands,Saint Kitts and Nevis,193
Dominica,Saint Kitts and Nevis,158
Grenada,Saint Kitts and Nevis,46
Jamaica,Saint Kitts and Nevis,116
Montserrat,Saint Kitts and Nevis,339
Saint Lucia,Saint Kitts and Nevis,82
Saint Vincent and the Grenadines,Saint Kitts and Nevis,136
Trinidad and Tobago,Saint Kitts and Nevis,210
United States Virgin Islands,Saint Kitts and Nevis,483
Guyana,Saint Kitts and Nevis,612
India,Saint Lucia,90
Pakistan,Saint Lucia,14
Lebanon,Saint Lucia,8
Syrian Arab Republic,Saint Lucia,22
Malaysia,Saint Lucia,11
Philippines,Saint Lucia,27
China,Saint Lucia,38
Japan,Saint Lucia,20
Italy,Saint Lucia,13
Austria,Saint Lucia,11
Belgium,Saint Lucia,10
France,Saint Lucia,57
Germany,Saint Lucia,57
Netherlands,Saint Lucia,16
Switzerland,Saint Lucia,10
Ireland,Saint Lucia,19
Ghana,Saint Lucia,18
Nigeria,Saint Lucia,10
South Africa,Saint Lucia,8
Ethiopia,Saint Lucia,4
Zimbabwe,Saint Lucia,1
Australia,Saint Lucia,13
New Zealand,Saint Lucia,1
Anguilla,Saint Lucia,29
Antigua and Barbuda,Saint Lucia,90
Aruba,Saint Lucia,14
Bahamas,Saint Lucia,10
Barbados,Saint Lucia,600
British Virgin Islands,Saint Lucia,4
Cayman Islands,Saint Lucia,4
Cuba,Saint Lucia,18
Curaçao,Saint Lucia,94
Dominica,Saint Lucia,177
Dominican Republic,Saint Lucia,37
Grenada,Saint Lucia,124
Guadeloupe,Saint Lucia,34
Haiti,Saint Lucia,28
Jamaica,Saint Lucia,144
Martinique,Saint Lucia,367
Montserrat,Saint Lucia,25
Puerto Rico,Saint Lucia,13
Saint Kitts and Nevis,Saint Lucia,34
Saint Vincent and the Grenadines,Saint Lucia,336
Sint Maarten (Dutch part),Saint Lucia,62
Trinidad and Tobago,Saint Lucia,602
United States Virgin Islands,Saint Lucia,16
Brazil,Saint Lucia,9
French Guiana,Saint Lucia,235
Guyana,Saint Lucia,1522
Suriname,Saint Lucia,33
Venezuela (Bolivarian Republic of),Saint Lucia,49
Belize,Saint Lucia,1
Guatemala,Saint Lucia,4
Mexico,Saint Lucia,8
Panama,Saint Lucia,22
Bermuda,Saint Lucia,5
Canada,Saint Lucia,197
United States of America,Saint Lucia,511
Antigua and Barbuda,Saint Vincent and the Grenadines,55
Barbados,Saint Vincent and the Grenadines,328
Bonaire, Sint Eustatius and Saba,Saint Vincent and the Grenadines,189
Curaçao,Saint Vincent and the Grenadines,144
Dominica,Saint Vincent and the Grenadines,81
Grenada,Saint Vincent and the Grenadines,408
Jamaica,Saint Vincent and the Grenadines,119
Saint Kitts and Nevis,Saint Vincent and the Grenadines,37
Saint Lucia,Saint Vincent and the Grenadines,224
Sint Maarten (Dutch part),Saint Vincent and the Grenadines,98
Trinidad and Tobago,Saint Vincent and the Grenadines,907
Guyana,Saint Vincent and the Grenadines,226
Canada,Saint Vincent and the Grenadines,154
United States of America,Saint Vincent and the Grenadines,318
India,Trinidad and Tobago,620
Philippines,Trinidad and Tobago,184
China,Trinidad and Tobago,461
Germany,Trinidad and Tobago,135
Nigeria,Trinidad and Tobago,267
Barbados,Trinidad and Tobago,1573
Cuba,Trinidad and Tobago,40
Grenada,Trinidad and Tobago,11148
Jamaica,Trinidad and Tobago,798
Saint Lucia,Trinidad and Tobago,976
Saint Vincent and the Grenadines,Trinidad and Tobago,8384
Guyana,Trinidad and Tobago,5264
Venezuela (Bolivarian Republic of),Trinidad and Tobago,1413
Canada,Trinidad and Tobago,947
United States of America,Trinidad and Tobago,3501
Bahamas,Turks and Caicos Islands,459
Dominican Republic,Turks and Caicos Islands,692
Haiti,Turks and Caicos Islands,5127
Canada,Turks and Caicos Islands,406
United States of America,Turks and Caicos Islands,676
Anguilla,United States Virgin Islands,1103
Antigua and Barbuda,United States Virgin Islands,4832
Aruba,United States Virgin Islands,520
Barbados,United States Virgin Islands,361
British Virgin Islands,United States Virgin Islands,2727
Bonaire, Sint Eustatius and Saba,United States Virgin Islands,20
Curaçao,United States Virgin Islands,288
Dominica,United States Virgin Islands,4909
Dominican Republic,United States Virgin Islands,3194
Grenada,United States Virgin Islands,578
Haiti,United States Virgin Islands,506
Jamaica,United States Virgin Islands,352
Montserrat,United States Virgin Islands,810
Puerto Rico,United States Virgin Islands,4316
Saint Kitts and Nevis,United States Virgin Islands,7054
Saint Lucia,United States Virgin Islands,3454
Saint Vincent and the Grenadines,United States Virgin Islands,539
Sint Maarten (Dutch part),United States Virgin Islands,104
Trinidad and Tobago,United States Virgin Islands,2130
United States of America,United States Virgin Islands,15712
India,Belize,265
Lebanon,Belize,38
China,Belize,1094
Germany,Belize,48
Nigeria,Belize,32
Haiti,Belize,38
Jamaica,Belize,403
El Salvador,Belize,6631
Guatemala,Belize,16058
Honduras,Belize,5436
Mexico,Belize,2539
Canada,Belize,487
United States of America,Belize,1914
Afghanistan,Costa Rica,3
Bangladesh,Costa Rica,2
Bhutan,Costa Rica,3
India,Costa Rica,42
Iran (Islamic Republic of),Costa Rica,77
Maldives,Costa Rica,1
Nepal,Costa Rica,6
Pakistan,Costa Rica,7
Sri Lanka,Costa Rica,1
Armenia,Costa Rica,5
Azerbaijan,Costa Rica,2
Bahrain,Costa Rica,1
Cyprus,Costa Rica,2
Georgia,Costa Rica,9
Iraq,Costa Rica,11
Israel,Costa Rica,130
Jordan,Costa Rica,8
Lebanon,Costa Rica,68
Oman,Costa Rica,2
Qatar,Costa Rica,2
Saudi Arabia,Costa Rica,10
Syrian Arab Republic,Costa Rica,8
Turkey,Costa Rica,6
Cambodia,Costa Rica,2
Indonesia,Costa Rica,13
Lao People's Democratic Republic,Costa Rica,3
Malaysia,Costa Rica,3
Myanmar,Costa Rica,9
Philippines,Costa Rica,106
Singapore,Costa Rica,6
Thailand,Costa Rica,5
Viet Nam,Costa Rica,1
China,Costa Rica,222
Japan,Costa Rica,216
Mongolia,Costa Rica,11
Republic of Korea,Costa Rica,193
Kazakhstan,Costa Rica,4
Uzbekistan,Costa Rica,1
Albania,Costa Rica,3
Croatia,Costa Rica,18
Gibraltar,Costa Rica,3
Greece,Costa Rica,26
Italy,Costa Rica,1626
Portugal,Costa Rica,59
Spain,Costa Rica,1650
Austria,Costa Rica,98
Belgium,Costa Rica,223
France,Costa Rica,666
Germany,Costa Rica,1424
Liechtenstein,Costa Rica,3
Luxembourg,Costa Rica,11
Monaco,Costa Rica,1
Netherlands,Costa Rica,448
Switzerland,Costa Rica,512
Belarus,Costa Rica,4
Bulgaria,Costa Rica,54
Hungary,Costa Rica,56
Poland,Costa Rica,231
Republic of Moldova,Costa Rica,3
Romania,Costa Rica,76
Russian Federation,Costa Rica,457
Slovakia,Costa Rica,17
Ukraine,Costa Rica,119
Channel Islands,Costa Rica,85
Denmark,Costa Rica,49
Estonia,Costa Rica,2
Finland,Costa Rica,17
Iceland,Costa Rica,1
Ireland,Costa Rica,23
Latvia,Costa Rica,1
Lithuania,Costa Rica,7
Norway,Costa Rica,58
Sweden,Costa Rica,104
Algeria,Costa Rica,9
Egypt,Costa Rica,8
Libya,Costa Rica,8
Morocco,Costa Rica,3
Sudan,Costa Rica,1
Tunisia,Costa Rica,3
Angola,Costa Rica,2
Cameroon,Costa Rica,7
Central African Republic,Costa Rica,4
Congo,Costa Rica,6
Democratic Republic of the Congo,Costa Rica,2
Gabon,Costa Rica,1
Benin,Costa Rica,1
Côte d'Ivoire,Costa Rica,2
Ghana,Costa Rica,1
Nigeria,Costa Rica,2
Senegal,Costa Rica,1
South Africa,Costa Rica,44
Ethiopia,Costa Rica,1
Kenya,Costa Rica,6
Madagascar,Costa Rica,2
Mozambique,Costa Rica,3
Rwanda,Costa Rica,1
Somalia,Costa Rica,1
Uganda,Costa Rica,7
United Republic of Tanzania,Costa Rica,3
Zimbabwe,Costa Rica,1
Australia,Costa Rica,51
New Zealand,Costa Rica,13
Fiji,Costa Rica,1
Guam,Costa Rica,4
Aruba,Costa Rica,25
Bahamas,Costa Rica,9
Barbados,Costa Rica,8
Cayman Islands,Costa Rica,6
Cuba,Costa Rica,4391
Dominica,Costa Rica,4
Dominican Republic,Costa Rica,838
Grenada,Costa Rica,6
Haiti,Costa Rica,54
Jamaica,Costa Rica,166
Martinique,Costa Rica,3
Montserrat,Costa Rica,3
Puerto Rico,Costa Rica,272
Saint Kitts and Nevis,Costa Rica,1
Saint Lucia,Costa Rica,1
Saint Vincent and the Grenadines,Costa Rica,1
Trinidad and Tobago,Costa Rica,27
United States Virgin Islands,Costa Rica,5
Argentina,Costa Rica,1120
Bolivia (Plurinational State of),Costa Rica,282
Brazil,Costa Rica,415
Chile,Costa Rica,1327
Colombia,Costa Rica,5995
Ecuador,Costa Rica,971
French Guiana,Costa Rica,9
Guyana,Costa Rica,21
Paraguay,Costa Rica,63
Peru,Costa Rica,2887
Suriname,Costa Rica,15
Uruguay,Costa Rica,239
Venezuela (Bolivarian Republic of),Costa Rica,1054
Belize,Costa Rica,106
El Salvador,Costa Rica,8857
Guatemala,Costa Rica,2029
Honduras,Costa Rica,2994
Mexico,Costa Rica,2365
Nicaragua,Costa Rica,230085
Panama,Costa Rica,10438
Bermuda,Costa Rica,8
Canada,Costa Rica,1074
Greenland,Costa Rica,6
Saint Pierre and Miquelon,Costa Rica,1
United States of America,Costa Rica,9667
Bangladesh,El Salvador,6
India,El Salvador,10
Iran (Islamic Republic of),El Salvador,14
Israel,El Salvador,68
State of Palestine,El Salvador,41
Philippines,El Salvador,17
China,El Salvador,187
Japan,El Salvador,35
Republic of Korea,El Salvador,114
Italy,El Salvador,233
Portugal,El Salvador,11
Spain,El Salvador,473
Austria,El Salvador,10
Belgium,El Salvador,49
France,El Salvador,150
Germany,El Salvador,229
Netherlands,El Salvador,35
Switzerland,El Salvador,51
Russian Federation,El Salvador,16
Ireland,El Salvador,12
Sweden,El Salvador,25
Australia,El Salvador,21
Barbados,El Salvador,35
Cuba,El Salvador,80
Dominican Republic,El Salvador,43
Jamaica,El Salvador,9
Puerto Rico,El Salvador,58
Argentina,El Salvador,166
Bolivia (Plurinational State of),El Salvador,44
Brazil,El Salvador,198
Chile,El Salvador,207
Colombia,El Salvador,363
Ecuador,El Salvador,97
Paraguay,El Salvador,15
Peru,El Salvador,172
Uruguay,El Salvador,67
Venezuela (Bolivarian Republic of),El Salvador,179
Belize,El Salvador,218
Costa Rica,El Salvador,818
Guatemala,El Salvador,6212
Honduras,El Salvador,9525
Mexico,El Salvador,1438
Nicaragua,El Salvador,4545
Panama,El Salvador,354
Canada,El Salvador,249
United States of America,El Salvador,4603
Iran (Islamic Republic of),Guatemala,12
Pakistan,Guatemala,16
Israel,Guatemala,83
Lebanon,Guatemala,15
Saudi Arabia,Guatemala,20
State of Palestine,Guatemala,29
Syrian Arab Republic,Guatemala,49
Turkey,Guatemala,15
Indonesia,Guatemala,25
Philippines,Guatemala,41
China,Guatemala,415
Japan,Guatemala,94
