origin,destination,count
Ecuador,Bahamas,12
Guyana,Bahamas,550
Peru,Bahamas,41
Uruguay,Bahamas,2
Venezuela (Bolivarian Republic of),Bahamas,20
Belize,Bahamas,22
Costa Rica,Bahamas,38
El Salvador,Bahamas,4
Guatemala,Bahamas,8
Honduras,Bahamas,10
Mexico,Bahamas,51
Nicaragua,Bahamas,8
Panama,Bahamas,15
Bermuda,Bahamas,23
Canada,Bahamas,1040
United States of America,Bahamas,4294
India,Barbados,481
Australia,Barbados,26
Antigua and Barbuda,Barbados,246
Bahamas,Barbados,59
Dominica,Barbados,492
Grenada,Barbados,616
Jamaica,Barbados,679
Saint Lucia,Barbados,3621
Saint Vincent and the Grenadines,Barbados,4014
Trinidad and Tobago,Barbados,1910
Guyana,Barbados,2792
Canada,Barbados,729
United States of America,Barbados,1213
India,British Virgin Islands,24
Lebanon,British Virgin Islands,14
France,British Virgin Islands,14
Germany,British Virgin Islands,35
Australia,British Virgin Islands,14
Antigua and Barbuda,British Virgin Islands,456
Bahamas,British Virgin Islands,16
Barbados,British Virgin Islands,111
Dominica,British Virgin Islands,728
Dominican Republic,British Virgin Islands,879
Jamaica,British Virgin Islands,320
Montserrat,British Virgin Islands,127
Puerto Rico,British Virgin Islands,38
Saint Kitts and Nevis,British Virgin Islands,1828
Saint Lucia,British Virgin Islands,323
Saint Vincent and the Grenadines,British Virgin Islands,1230
Trinidad and Tobago,British Virgin Islands,243
Guyana,British Virgin Islands,989
Canada,British Virgin Islands,142
United States of America,British Virgin Islands,792
India,Bonaire, Sint Eustatius and Saba,25
Lebanon,Bonaire, Sint Eustatius and Saba,651
Indonesia,Bonaire, Sint Eustatius and Saba,123
China,Bonaire, Sint Eustatius and Saba,48
Japan,Bonaire, Sint Eustatius and Saba,159
Italy,Bonaire, Sint Eustatius and Saba,49
Portugal,Bonaire, Sint Eustatius and Saba,1147
Spain,Bonaire, Sint Eustatius and Saba,30
France,Bonaire, Sint Eustatius and Saba,121
Netherlands,Bonaire, Sint Eustatius and Saba,6742
Norway,Bonaire, Sint Eustatius and Saba,4
New Zealand,Bonaire, Sint Eustatius and Saba,7
Anguilla,Bonaire, Sint Eustatius and Saba,351
Antigua and Barbuda,Bonaire, Sint Eustatius and Saba,669
Aruba,Bonaire, Sint Eustatius and Saba,3739
Bahamas,Bonaire, Sint Eustatius and Saba,91
Barbados,Bonaire, Sint Eustatius and Saba,296
British Virgin Islands,Bonaire, Sint Eustatius and Saba,874
Cuba,Bonaire, Sint Eustatius and Saba,1295
Curaçao,Bonaire, Sint Eustatius and Saba,2310
Dominica,Bonaire, Sint Eustatius and Saba,960
Dominican Republic,Bonaire, Sint Eustatius and Saba,8267
Grenada,Bonaire, Sint Eustatius and Saba,10
Guadeloupe,Bonaire, Sint Eustatius and Saba,127
Haiti,Bonaire, Sint Eustatius and Saba,3574
Jamaica,Bonaire, Sint Eustatius and Saba,938
Martinique,Bonaire, Sint Eustatius and Saba,96
Puerto Rico,Bonaire, Sint Eustatius and Saba,48
Saint Kitts and Nevis,Bonaire, Sint Eustatius and Saba,1312
Saint Lucia,Bonaire, Sint Eustatius and Saba,1
Saint Vincent and the Grenadines,Bonaire, Sint Eustatius and Saba,80
Sint Maarten (Dutch part),Bonaire, Sint Eustatius and Saba,289
Trinidad and Tobago,Bonaire, Sint Eustatius and Saba,48
United States Virgin Islands,Bonaire, Sint Eustatius and Saba,108
Argentina,Bonaire, Sint Eustatius and Saba,28
Colombia,Bonaire, Sint Eustatius and Saba,1641
French Guiana,Bonaire, Sint Eustatius and Saba,4
Guyana,Bonaire, Sint Eustatius and Saba,812
Suriname,Bonaire, Sint Eustatius and Saba,2167
Venezuela (Bolivarian Republic of),Bonaire, Sint Eustatius and Saba,947
Mexico,Bonaire, Sint Eustatius and Saba,21
Canada,Bonaire, Sint Eustatius and Saba,108
United States of America,Bonaire, Sint Eustatius and Saba,722
India,Cayman Islands,84
Iran (Islamic Republic of),Cayman Islands,6
Pakistan,Cayman Islands,66
Israel,Cayman Islands,7
Malaysia,Cayman Islands,11
Philippines,Cayman Islands,64
Thailand,Cayman Islands,32
Japan,Cayman Islands,13
Italy,Cayman Islands,54
Spain,Cayman Islands,16
Austria,Cayman Islands,30
Belgium,Cayman Islands,7
France,Cayman Islands,22
Germany,Cayman Islands,81
Netherlands,Cayman Islands,22
Switzerland,Cayman Islands,47
Channel Islands,Cayman Islands,8
Denmark,Cayman Islands,11
Finland,Cayman Islands,6
Ireland,Cayman Islands,150
Niger,Cayman Islands,16
Nigeria,Cayman Islands,6
South Africa,Cayman Islands,22
Kenya,Cayman Islands,21
United Republic of Tanzania,Cayman Islands,8
Zambia,Cayman Islands,6
Zimbabwe,Cayman Islands,11
Australia,Cayman Islands,45
New Zealand,Cayman Islands,33
Bahamas,Cayman Islands,110
Barbados,Cayman Islands,121
Cuba,Cayman Islands,437
Curaçao,Cayman Islands,7
Dominican Republic,Cayman Islands,39
Grenada,Cayman Islands,9
Haiti,Cayman Islands,11
Jamaica,Cayman Islands,4987
Puerto Rico,Cayman Islands,28
Saint Lucia,Cayman Islands,6
Saint Vincent and the Grenadines,Cayman Islands,18
Trinidad and Tobago,Cayman Islands,211
Argentina,Cayman Islands,7
Brazil,Cayman Islands,42
Colombia,Cayman Islands,136
Guyana,Cayman Islands,114
Peru,Cayman Islands,8
Venezuela (Bolivarian Republic of),Cayman Islands,21
Belize,Cayman Islands,208
Costa Rica,Cayman Islands,165
Honduras,Cayman Islands,678
Mexico,Cayman Islands,24
Nicaragua,Cayman Islands,448
Panama,Cayman Islands,81
Bermuda,Cayman Islands,20
Canada,Cayman Islands,806
United States of America,Cayman Islands,1541
Lebanon,Cuba,94
China,Cuba,499
Albania,Cuba,184
Italy,Cuba,373
Spain,Cuba,8112
France,Cuba,249
Germany,Cuba,570
Bulgaria,Cuba,225
Hungary,Cuba,118
Poland,Cuba,160
Romania,Cuba,116
Russian Federation,Cuba,3404
Ukraine,Cuba,1036
Algeria,Cuba,78
Angola,Cuba,165
Dominican Republic,Cuba,203
Grenada,Cuba,137
Haiti,Cuba,1564
Jamaica,Cuba,497
Puerto Rico,Cuba,206
Argentina,Cuba,283
Bolivia (Plurinational State of),Cuba,97
Chile,Cuba,298
Colombia,Cuba,268
Ecuador,Cuba,102
Peru,Cuba,145
Venezuela (Bolivarian Republic of),Cuba,327
Guatemala,Cuba,116
Mexico,Cuba,674
Nicaragua,Cuba,451
Panama,Cuba,140
Canada,Cuba,102
Greenland,Cuba,148
United States of America,Cuba,899
India,Dominica,13
Lebanon,Dominica,16
Syrian Arab Republic,Dominica,8
China,Dominica,19
France,Dominica,38
Germany,Dominica,14
Netherlands,Dominica,5
Nigeria,Dominica,24
Australia,Dominica,4
Anguilla,Dominica,9
Antigua and Barbuda,Dominica,243
Aruba,Dominica,22
Bahamas,Dominica,6
Barbados,Dominica,80
British Virgin Islands,Dominica,41
Cuba,Dominica,6
Guadeloupe,Dominica,19
Haiti,Dominica,732
Jamaica,Dominica,62
Martinique,Dominica,69
Montserrat,Dominica,78
Puerto Rico,Dominica,8
Saint Kitts and Nevis,Dominica,30
Saint Lucia,Dominica,135
Saint Vincent and the Grenadines,Dominica,60
Trinidad and Tobago,Dominica,147
French Guiana,Dominica,11
Guyana,Dominica,91
Suriname,Dominica,9
Venezuela (Bolivarian Republic of),Dominica,14
Canada,Dominica,88
United States of America,Dominica,299
Bhutan,Dominican Republic,10
India,Dominican Republic,319
Iran (Islamic Republic of),Dominican Republic,78
Pakistan,Dominican Republic,185
Bahrain,Dominican Republic,24
Iraq,Dominican Republic,7
Israel,Dominican Republic,206
Lebanon,Dominican Republic,797
Saudi Arabia,Dominican Republic,27
State of Palestine,Dominican Republic,209
Syrian Arab Republic,Dominican Republic,85
Turkey,Dominican Republic,81
Cambodia,Dominican Republic,131
Malaysia,Dominican Republic,40
Philippines,Dominican Republic,128
China,Dominican Republic,4013
Japan,Dominican Republic,1395
Republic of Korea,Dominican Republic,609
Kazakhstan,Dominican Republic,4
Bosnia and Herzegovina,Dominican Republic,7
Greece,Dominican Republic,105
Italy,Dominican Republic,7731
Malta,Dominican Republic,37
Portugal,Dominican Republic,178
Serbia,Dominican Republic,200
Spain,Dominican Republic,8168
Austria,Dominican Republic,1072
Belgium,Dominican Republic,544
France,Dominican Republic,2804
Germany,Dominican Republic,5647
Netherlands,Dominican Republic,642
Switzerland,Dominican Republic,2377
Bulgaria,Dominican Republic,397
Hungary,Dominican Republic,57
Poland,Dominican Republic,528
Republic of Moldova,Dominican Republic,7
Romania,Dominican Republic,34
Russian Federation,Dominican Republic,319
Ukraine,Dominican Republic,135
Denmark,Dominican Republic,78
Finland,Dominican Republic,50
Ireland,Dominican Republic,57
Norway,Dominican Republic,75
Sweden,Dominican Republic,410
Morocco,Dominican Republic,24
Cameroon,Dominican Republic,4
Central African Republic,Dominican Republic,7
Chad,Dominican Republic,4
Cabo Verde,Dominican Republic,4
Nigeria,Dominican Republic,47
Saint Helena,Dominican Republic,105
South Africa,Dominican Republic,269
Burundi,Dominican Republic,4
Cook Islands,Dominican Republic,10
Wallis and Futuna Islands,Dominican Republic,14
Australia,Dominican Republic,75
Anguilla,Dominican Republic,155
Antigua and Barbuda,Dominican Republic,296
Aruba,Dominican Republic,367
Bahamas,Dominican Republic,101
British Virgin Islands,Dominican Republic,14
Cuba,Dominican Republic,7580
Dominica,Dominican Republic,27
Guadeloupe,Dominican Republic,108
Haiti,Dominican Republic,207931
Jamaica,Dominican Republic,468
Martinique,Dominican Republic,57
Puerto Rico,Dominican Republic,9738
Saint Kitts and Nevis,Dominican Republic,85
Trinidad and Tobago,Dominican Republic,111
Turks and Caicos Islands,Dominican Republic,4
United States Virgin Islands,Dominican Republic,524
Argentina,Dominican Republic,2935
Bolivia (Plurinational State of),Dominican Republic,403
Brazil,Dominican Republic,1055
Chile,Dominican Republic,2101
Colombia,Dominican Republic,5217
Ecuador,Dominican Republic,1055
Guyana,Dominican Republic,50
Paraguay,Dominican Republic,68
Peru,Dominican Republic,2212
Suriname,Dominican Republic,115
Uruguay,Dominican Republic,1805
Venezuela (Bolivarian Republic of),Dominican Republic,15811
Costa Rica,Dominican Republic,1724
El Salvador,Dominican Republic,407
Guatemala,Dominican Republic,528
Honduras,Dominican Republic,481
Mexico,Dominican Republic,1930
Nicaragua,Dominican Republic,461
Panama,Dominican Republic,777
Bermuda,Dominican Republic,10
Canada,Dominican Republic,3957
Saint Pierre and Miquelon,Dominican Republic,43
United States of America,Dominican Republic,10124
Antigua and Barbuda,Grenada,28
Bahamas,Grenada,22
Barbados,Grenada,131
British Virgin Islands,Grenada,10
Dominica,Grenada,54
Jamaica,Grenada,85
Montserrat,Grenada,7
Saint Kitts and Nevis,Grenada,11
Saint Lucia,Grenada,119
Saint Vincent and the Grenadines,Grenada,333
Trinidad and Tobago,Grenada,1813
United States Virgin Islands,Grenada,321
Guyana,Grenada,316
Venezuela (Bolivarian Republic of),Grenada,175
Canada,Grenada,145
India,Guadeloupe,107
Lebanon,Guadeloupe,162
Syrian Arab Republic,Guadeloupe,157
Italy,Guadeloupe,192
Portugal,Guadeloupe,248
Belgium,Guadeloupe,248
France,Guadeloupe,40430
Germany,Guadeloupe,167
Netherlands,Guadeloupe,425
Switzerland,Guadeloupe,119
Algeria,Guadeloupe,99
Réunion,Guadeloupe,294
Dominica,Guadeloupe,5604
Dominican Republic,Guadeloupe,2517
Haiti,Guadeloupe,10272
Martinique,Guadeloupe,6985
Saint Lucia,Guadeloupe,274
Brazil,Guadeloupe,39
French Guiana,Guadeloupe,881
Guyana,Guadeloupe,91
Suriname,Guadeloupe,14
Canada,Guadeloupe,263
United States of America,Guadeloupe,263
China,Haiti,330
Japan,Haiti,209
Italy,Haiti,1165
Spain,Haiti,1232
Austria,Haiti,161
France,Haiti,422
Germany,Haiti,851
Switzerland,Haiti,358
Cuba,Haiti,1142
Dominican Republic,Haiti,2285
Puerto Rico,Haiti,1468
Argentina,Haiti,442
Chile,Haiti,316
Colombia,Haiti,786
Peru,Haiti,333
Uruguay,Haiti,271
Venezuela (Bolivarian Republic of),Haiti,2384
Costa Rica,Haiti,260
Mexico,Haiti,290
Canada,Haiti,596
United States of America,Haiti,1526
India,Jamaica,962
Antigua and Barbuda,Jamaica,143
Bahamas,Jamaica,616
Barbados,Jamaica,497
Cuba,Jamaica,1837
Dominica,Jamaica,128
Grenada,Jamaica,192
Saint Kitts and Nevis,Jamaica,89
Saint Lucia,Jamaica,305
Saint Vincent and the Grenadines,Jamaica,209
Trinidad and Tobago,Jamaica,2126
Belize,Jamaica,7
Costa Rica,Jamaica,101
El Salvador,Jamaica,137
Guatemala,Jamaica,311
Honduras,Jamaica,165
Nicaragua,Jamaica,128
Panama,Jamaica,77
Canada,Jamaica,1277
United States of America,Jamaica,5615
Syrian Arab Republic,Martinique,102
China,Martinique,103
Italy,Martinique,55
Belgium,Martinique,87
France,Martinique,35638
Algeria,Martinique,68
Réunion,Martinique,309
Dominica,Martinique,279
Dominican Republic,Martinique,69
Guadeloupe,Martinique,4074
Haiti,Martinique,1335
Saint Lucia,Martinique,1390
Brazil,Martinique,41
French Guiana,Martinique,1348
Antigua and Barbuda,Montserrat,138
Dominica,Montserrat,331
Dominican Republic,Montserrat,29
Saint Kitts and Nevis,Montserrat,141
Saint Vincent and the Grenadines,Montserrat,35
Trinidad and Tobago,Montserrat,52
Guyana,Montserrat,288
Canada,Montserrat,44
United States of America,Montserrat,138
India,Puerto Rico,101
Israel,Puerto Rico,91
Jordan,Puerto Rico,185
Lebanon,Puerto Rico,36
Turkey,Puerto Rico,44
Philippines,Puerto Rico,289
Thailand,Puerto Rico,36
Viet Nam,Puerto Rico,130
China,Puerto Rico,826
Japan,Puerto Rico,172
Republic of Korea,Puerto Rico,78
Italy,Puerto Rico,448
Portugal,Puerto Rico,71
Spain,Puerto Rico,4168
France,Puerto Rico,294
Germany,Puerto Rico,1662
Netherlands,Puerto Rico,55
Poland,Puerto Rico,37
Egypt,Puerto Rico,72
Cuba,Puerto Rico,19293
Dominica,Puerto Rico,2575
Dominican Republic,Puerto Rico,49325
Haiti,Puerto Rico,310
Jamaica,Puerto Rico,88
Trinidad and Tobago,Puerto Rico,357
United States Virgin Islands,Puerto Rico,939
Argentina,Puerto Rico,1245
Bolivia (Plurinational State of),Puerto Rico,115
Brazil,Puerto Rico,195
Chile,Puerto Rico,879
Colombia,Puerto Rico,3601
Ecuador,Puerto Rico,675
Guyana,Puerto Rico,104
Peru,Puerto Rico,916
Venezuela (Bolivarian Republic of),Puerto Rico,1617
Costa Rica,Puerto Rico,531
El Salvador,Puerto Rico,504
Guatemala,Puerto Rico,515
Honduras,Puerto Rico,446
Mexico,Puerto Rico,2302
Nicaragua,Puerto Rico,483
Panama,Puerto Rico,1661
Canada,Puerto Rico,244
United States of America,Puerto Rico,230426
Antigua and Barbuda,Saint Kitts and Nevis,231
Bahamas,Saint Kitts and Nevis,8
Barbados,Saint Kitts and Nevis,56
British Virgin Islands,Saint Kitts and Nevis,140
Dominica,Saint Kitts and Nevis,115
Grenada,Saint Kitts and Nevis,34
Jamaica,Saint Kitts and Nevis,82
Montserrat,Saint Kitts and Nevis,246
Saint Lucia,Saint Kitts and Nevis,60
Saint Vincent and the Grenadines,Saint Kitts and Nevis,97
Trinidad and Tobago,Saint Kitts and Nevis,152
United States Virgin Islands,Saint Kitts and Nevis,350
Guyana,Saint Kitts and Nevis,443
India,Saint Lucia,65
Pakistan,Saint Lucia,10
Lebanon,Saint Lucia,5
Syrian Arab Republic,Saint Lucia,16
Malaysia,Saint Lucia,6
Philippines,Saint Lucia,14
China,Saint Lucia,27
Japan,Saint Lucia,14
Italy,Saint Lucia,9
Austria,Saint Lucia,8
Belgium,Saint Lucia,5
France,Saint Lucia,41
Germany,Saint Lucia,41
Netherlands,Saint Lucia,11
Switzerland,Saint Lucia,5
Ireland,Saint Lucia,10
Ghana,Saint Lucia,13
Nigeria,Saint Lucia,7
South Africa,Saint Lucia,5
Ethiopia,Saint Lucia,2
Australia,Saint Lucia,9
Anguilla,Saint Lucia,21
Antigua and Barbuda,Saint Lucia,65
Aruba,Saint Lucia,10
Bahamas,Saint Lucia,7
Barbados,Saint Lucia,437
British Virgin Islands,Saint Lucia,2
Cayman Islands,Saint Lucia,2
Cuba,Saint Lucia,13
Curaçao,Saint Lucia,50
Dominica,Saint Lucia,129
Dominican Republic,Saint Lucia,26
Grenada,Saint Lucia,90
Guadeloupe,Saint Lucia,25
Haiti,Saint Lucia,15
Jamaica,Saint Lucia,105
Martinique,Saint Lucia,267
Montserrat,Saint Lucia,18
Puerto Rico,Saint Lucia,9
Saint Kitts and Nevis,Saint Lucia,25
Saint Vincent and the Grenadines,Saint Lucia,245
Sint Maarten (Dutch part),Saint Lucia,33
Trinidad and Tobago,Saint Lucia,438
United States Virgin Islands,Saint Lucia,11
Brazil,Saint Lucia,6
French Guiana,Saint Lucia,171
Guyana,Saint Lucia,1108
Suriname,Saint Lucia,24
Venezuela (Bolivarian Republic of),Saint Lucia,35
Guatemala,Saint Lucia,2
Mexico,Saint Lucia,5
Panama,Saint Lucia,16
Bermuda,Saint Lucia,3
Canada,Saint Lucia,143
United States of America,Saint Lucia,372
Antigua and Barbuda,Saint Vincent and the Grenadines,53
Barbados,Saint Vincent and the Grenadines,315
Bonaire, Sint Eustatius and Saba,Saint Vincent and the Grenadines,182
Curaçao,Saint Vincent and the Grenadines,139
Dominica,Saint Vincent and the Grenadines,78
Grenada,Saint Vincent and the Grenadines,392
Jamaica,Saint Vincent and the Grenadines,115
Saint Kitts and Nevis,Saint Vincent and the Grenadines,36
Saint Lucia,Saint Vincent and the Grenadines,216
Sint Maarten (Dutch part),Saint Vincent and the Grenadines,90
Trinidad and Tobago,Saint Vincent and the Grenadines,871
Guyana,Saint Vincent and the Grenadines,217
Canada,Saint Vincent and the Grenadines,148
United States of America,Saint Vincent and the Grenadines,303
India,Trinidad and Tobago,697
Philippines,Trinidad and Tobago,169
China,Trinidad and Tobago,425
Germany,Trinidad and Tobago,124
Nigeria,Trinidad and Tobago,246
Barbados,Trinidad and Tobago,2188
Cuba,Trinidad and Tobago,36
Grenada,Trinidad and Tobago,15066
Jamaica,Trinidad and Tobago,736
Saint Lucia,Trinidad and Tobago,1185
Saint Vincent and the Grenadines,Trinidad and Tobago,10556
Guyana,Trinidad and Tobago,4666
Venezuela (Bolivarian Republic of),Trinidad and Tobago,1213
Canada,Trinidad and Tobago,874
United States of America,Trinidad and Tobago,2205
Bahamas,Turks and Caicos Islands,649
Dominican Republic,Turks and Caicos Islands,520
Haiti,Turks and Caicos Islands,3567
Canada,Turks and Caicos Islands,284
United States of America,Turks and Caicos Islands,565
Anguilla,United States Virgin Islands,1106
Antigua and Barbuda,United States Virgin Islands,4610
Aruba,United States Virgin Islands,468
Barbados,United States Virgin Islands,324
British Virgin Islands,United States Virgin Islands,2693
Bonaire, Sint Eustatius and Saba,United States Virgin Islands,18
Curaçao,United States Virgin Islands,259
Dominica,United States Virgin Islands,4060
Dominican Republic,United States Virgin Islands,1861
Grenada,United States Virgin Islands,520
Haiti,United States Virgin Islands,346
Jamaica,United States Virgin Islands,305
Montserrat,United States Virgin Islands,728
Puerto Rico,United States Virgin Islands,4141
Saint Kitts and Nevis,United States Virgin Islands,6435
Saint Lucia,United States Virgin Islands,2990
Saint Vincent and the Grenadines,United States Virgin Islands,485
Sint Maarten (Dutch part),United States Virgin Islands,93
Trinidad and Tobago,United States Virgin Islands,2300
United States of America,United States Virgin Islands,14965
India,Belize,256
Lebanon,Belize,37
China,Belize,823
Germany,Belize,47
Nigeria,Belize,31
Haiti,Belize,37
Jamaica,Belize,424
El Salvador,Belize,6661
Guatemala,Belize,14350
Honduras,Belize,4100
Mexico,Belize,2782
Canada,Belize,515
United States of America,Belize,1908
Afghanistan,Costa Rica,11
Bangladesh,Costa Rica,6
Bhutan,Costa Rica,2
India,Costa Rica,31
Iran (Islamic Republic of),Costa Rica,63
Maldives,Costa Rica,1
Nepal,Costa Rica,5
Pakistan,Costa Rica,5
Sri Lanka,Costa Rica,1
Armenia,Costa Rica,4
Azerbaijan,Costa Rica,2
Bahrain,Costa Rica,1
Cyprus,Costa Rica,2
Georgia,Costa Rica,8
Iraq,Costa Rica,8
Israel,Costa Rica,101
Jordan,Costa Rica,6
Lebanon,Costa Rica,62
Oman,Costa Rica,2
Qatar,Costa Rica,2
Saudi Arabia,Costa Rica,6
Syrian Arab Republic,Costa Rica,7
Turkey,Costa Rica,5
Cambodia,Costa Rica,2
Indonesia,Costa Rica,10
Lao People's Democratic Republic,Costa Rica,2
Malaysia,Costa Rica,2
Myanmar,Costa Rica,8
Philippines,Costa Rica,71
Singapore,Costa Rica,9
Thailand,Costa Rica,4
Viet Nam,Costa Rica,1
China,Costa Rica,190
Japan,Costa Rica,169
Mongolia,Costa Rica,7
Republic of Korea,Costa Rica,136
Kazakhstan,Costa Rica,4
Uzbekistan,Costa Rica,1
Albania,Costa Rica,2
Croatia,Costa Rica,16
Gibraltar,Costa Rica,2
Greece,Costa Rica,22
Italy,Costa Rica,1214
Portugal,Costa Rica,46
Spain,Costa Rica,1392
Austria,Costa Rica,71
Belgium,Costa Rica,169
France,Costa Rica,482
Germany,Costa Rica,1077
Liechtenstein,Costa Rica,2
Luxembourg,Costa Rica,8
Monaco,Costa Rica,1
Netherlands,Costa Rica,332
Switzerland,Costa Rica,360
Belarus,Costa Rica,4
Bulgaria,Costa Rica,37
Hungary,Costa Rica,49
Poland,Costa Rica,224
Republic of Moldova,Costa Rica,2
Romania,Costa Rica,55
Russian Federation,Costa Rica,390
Slovakia,Costa Rica,15
Ukraine,Costa Rica,102
Channel Islands,Costa Rica,73
Denmark,Costa Rica,39
Estonia,Costa Rica,2
Finland,Costa Rica,14
Iceland,Costa Rica,1
Ireland,Costa Rica,19
Latvia,Costa Rica,1
Lithuania,Costa Rica,6
Norway,Costa Rica,40
Sweden,Costa Rica,80
Algeria,Costa Rica,21
Egypt,Costa Rica,11
Libya,Costa Rica,8
Morocco,Costa Rica,8
Sudan,Costa Rica,1
Tunisia,Costa Rica,2
Angola,Costa Rica,2
Cameroon,Costa Rica,6
Central African Republic,Costa Rica,4
Congo,Costa Rica,5
Democratic Republic of the Congo,Costa Rica,2
Gabon,Costa Rica,1
Benin,Costa Rica,1
Côte d'Ivoire,Costa Rica,2
Ghana,Costa Rica,1
Nigeria,Costa Rica,2
Senegal,Costa Rica,1
South Africa,Costa Rica,37
Ethiopia,Costa Rica,1
Kenya,Costa Rica,4
Madagascar,Costa Rica,2
Mozambique,Costa Rica,2
Rwanda,Costa Rica,1
Somalia,Costa Rica,1
Uganda,Costa Rica,6
United Republic of Tanzania,Costa Rica,2
Zimbabwe,Costa Rica,1
Australia,Costa Rica,50
New Zealand,Costa Rica,11
Fiji,Costa Rica,1
Guam,Costa Rica,4
Aruba,Costa Rica,22
Bahamas,Costa Rica,8
Barbados,Costa Rica,6
Cayman Islands,Costa Rica,6
Cuba,Costa Rica,3558
Dominica,Costa Rica,3
Dominican Republic,Costa Rica,556
Grenada,Costa Rica,5
Haiti,Costa Rica,41
Jamaica,Costa Rica,209
Martinique,Costa Rica,2
Montserrat,Costa Rica,2
Puerto Rico,Costa Rica,216
Saint Kitts and Nevis,Costa Rica,1
Saint Lucia,Costa Rica,1
Saint Vincent and the Grenadines,Costa Rica,1
Trinidad and Tobago,Costa Rica,21
United States Virgin Islands,Costa Rica,4
Argentina,Costa Rica,864
Bolivia (Plurinational State of),Costa Rica,220
Brazil,Costa Rica,304
Chile,Costa Rica,1127
Colombia,Costa Rica,4147
Ecuador,Costa Rica,683
French Guiana,Costa Rica,6
Guyana,Costa Rica,16
Paraguay,Costa Rica,48
Peru,Costa Rica,2045
Suriname,Costa Rica,11
Uruguay,Costa Rica,196
Venezuela (Bolivarian Republic of),Costa Rica,834
Belize,Costa Rica,123
El Salvador,Costa Rica,26046
Guatemala,Costa Rica,1602
Honduras,Costa Rica,2241
Mexico,Costa Rica,1778
Nicaragua,Costa Rica,131695
Panama,Costa Rica,7652
Bermuda,Costa Rica,5
Canada,Costa Rica,754
Greenland,Costa Rica,5
Saint Pierre and Miquelon,Costa Rica,1
United States of America,Costa Rica,7301
Bangladesh,El Salvador,9
India,El Salvador,14
Iran (Islamic Republic of),El Salvador,17
Israel,El Salvador,123
State of Palestine,El Salvador,58
Philippines,El Salvador,24
China,El Salvador,224
Japan,El Salvador,38
Republic of Korea,El Salvador,161
Italy,El Salvador,312
Portugal,El Salvador,16
Spain,El Salvador,664
Austria,El Salvador,14
Belgium,El Salvador,72
France,El Salvador,175
Germany,El Salvador,347
Netherlands,El Salvador,53
Switzerland,El Salvador,69
Russian Federation,El Salvador,23
Ireland,El Salvador,18
Sweden,El Salvador,29
Australia,El Salvador,27
Barbados,El Salvador,50
Cuba,El Salvador,82
Dominican Republic,El Salvador,41
Jamaica,El Salvador,13
Puerto Rico,El Salvador,84
Argentina,El Salvador,211
Bolivia (Plurinational State of),El Salvador,59
Brazil,El Salvador,264
Chile,El Salvador,294
Colombia,El Salvador,375
Ecuador,El Salvador,126
Paraguay,El Salvador,26
Peru,El Salvador,209
Uruguay,El Salvador,94
Venezuela (Bolivarian Republic of),El Salvador,219
Belize,El Salvador,231
Costa Rica,El Salvador,1188
Guatemala,El Salvador,7224
Honduras,El Salvador,12650
Mexico,El Salvador,1948
Nicaragua,El Salvador,4219
Panama,El Salvador,456
Canada,El Salvador,379
United States of America,El Salvador,6306
Iran (Islamic Republic of),Guatemala,12
Pakistan,Guatemala,17
Israel,Guatemala,71
Lebanon,Guatemala,21
Saudi Arabia,Guatemala,24
State of Palestine,Guatemala,30
Syrian Arab Republic,Guatemala,51
Turkey,Guatemala,16
Indonesia,Guatemala,26
Philippines,Guatemala,28
China,Guatemala,361
Japan,Guatemala,89
Republic of Korea,Guatemala,709
Italy,Guatemala,279
Portugal,Guatemala,16
Spain,Guatemala,889
France,Guatemala,229
Germany,Guatemala,440
Netherlands,Guatemala,86
Switzerland,Guatemala,124
Sweden,Guatemala,29
Egypt,Guatemala,21
Australia,Guatemala,46
Cuba,Guatemala,347
Dominican Republic,Guatemala,64
Haiti,Guatemala,18
Puerto Rico,Guatemala,67
Argentina,Guatemala,318
Bolivia (Plurinational State of),Guatemala,77
Brazil,Guatemala,114
Chile,Guatemala,231
Colombia,Guatemala,610
Ecuador,Guatemala,113
French Guiana,Guatemala,13
Paraguay,Guatemala,55
Peru,Guatemala,249
Uruguay,Guatemala,92
Venezuela (Bolivarian Republic of),Guatemala,144
Belize,Guatemala,561
Costa Rica,Guatemala,746
El Salvador,Guatemala,124346
Honduras,Guatemala,5032
Mexico,Guatemala,8236
Nicaragua,Guatemala,4565
Panama,Guatemala,216
Canada,Guatemala,262
Greenland,Guatemala,261
United States of America,Guatemala,5639
Israel,Honduras,68
Jordan,Honduras,31
State of Palestine,Honduras,115
China,Honduras,419
Japan,Honduras,105
Republic of Korea,Honduras,53
Italy,Honduras,196
Spain,Honduras,381
Belgium,Honduras,19
France,Honduras,108
Germany,Honduras,221
Netherlands,Honduras,69
Switzerland,Honduras,47
Russian Federation,Honduras,19
Sweden,Honduras,23
Cayman Islands,Honduras,68
Cuba,Honduras,460
Dominican Republic,Honduras,102
Haiti,Honduras,34
Jamaica,Honduras,20
Puerto Rico,Honduras,97
Argentina,Honduras,144
Bolivia (Plurinational State of),Honduras,111
Brazil,Honduras,178
Chile,Honduras,252
Colombia,Honduras,527
Ecuador,Honduras,345
Paraguay,Honduras,27
Peru,Honduras,288
Uruguay,Honduras,51
Venezuela (Bolivarian Republic of),Honduras,74
Belize,Honduras,242
Costa Rica,Honduras,617
